,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO
1304,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,669.0,97.49
1305,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1306,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,63.31
1307,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0,65.16
1308,"TER J 3/16""ØX223MM EXT1MT DOBLEZ A  90°",561.7,0.0
1309,"TER J 3/16""ØX120MM EXT1MT DOBLEZ A  90°",542.65,0.0
1310,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1311,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1312,"CBS 5/16""ØX21.1/4"" LON 500W,230V EXT1.5M",1056.55,336.58
1313,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",2665.0,1318.1
1314,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,717.87,331.49
1315,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,186.16
1316,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,205.2
1317,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68
1318,"TUB INOX 5/16""ØX2 1/2""Ø 350W 260V EXT 1M",3788.69,0.0
1319,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1320,"TE ""K"" TIPO LANZA 1/2""Ø X 1331MMC/PLICA",9981.1,485.13
1321,BAN INOX 87MMØX35MM 500W 240V C/ALLEN,958.3,157.64
1322,REAPARCION DE SELLADORA,802.0,63.9
1323,"TUB INOX 5/16""ØX295MM 12KW 240V CLIP/PLA",5309.11,1292.27
1324,"TUB INOX 5/16""ØX130MMØ 400W127V CIRCULAR",696.0,30.45
1325,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",1801.38,996.4
1326,"PT-100 5/16""ØX45CM EXT 10MT MALLA/RESO",2360.0,0.0
1327,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",1800.18,0.0
1328,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,936.33
1329,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,3890.0,0.0
1330,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,195.0,0.0
1331,BB INOX 34MMØX40MM 100W 127V STD C/TJ,728.43,0.0
1332,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,301.31
1333,"TUB INOX. 5/16"" Øx2085mm ESP 1900W 230V",1318.7,919.68
1334,CBS INOX 14MMØX89CM 2000W240V EXT30CM,1009.65,286.34
1335,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",827.59,227.18
1336,CAM INOX 16MMØX165MM 1000W 240V EXT30CM,873.75,137.33
1337,CAM INOX 16MMØX160MM 900W 240V EXT.30CM,735.0,139.65
1338,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,280.14
1339,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,89.98
1340,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7,448.24
1341,"TUB INOX 7/16""ØX50CM 4500W440V ""U"" 2""NPT",3643.7,0.0
1342,"TUB INOX 7/16""ØX63CM 2250W 440V ALETA/BU",1512.12,0.0
1343,"BAN INOX 7""ØX3"" 2200W 220V CLAV/ALLEN",1800.69,328.36
1344,BB INOX 38MMØX76MM 300W 120V C/TJ,1158.51,78.25
1345,"CART INOX 1/2"" Øx4"" 500W 120V CABLE 25CM",909.56,0.0
1346,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",955.38,158.36
1347,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",710.0,96.96
1348,"TUB INOX 5/16""Øx695mm ESP 650W 120V",1385.5,140.88
1349,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,21.39
1350,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,301.12
1351,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,299.53
1352,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,499.2
1353,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,79.01
1354,"TEA J 1/4""ØX70CM EXT50CM TORM8/LOCO CLAV",620.35,0.0
1355,REPARACION DE HORNO 1500W 127V,13688.0,0.0
1356,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7,293.13
1357,"CAS INOX 1/2""ØX13CM 250W 220V CON-1/2""",1121.7,0.0
1358,"TUB INOX 5/16""ØX172MM 1650W120V CIRCULAR",1302.15,0.0
1359,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1360,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,18482.78,1734.88
1361,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,1457.2,0.0
1362,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,21.39
1363,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,466.2
1364,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1365,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,315.59
1366,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,119.05
1367,"TUB INOX 7/16""ØX280CM 2000W 240V RECTA",1385.9,0.0
1368,"TEA K 5/8""ØX30CMX51CM C/MARINA 90° ""L""",1613.26,668.13
1369,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP",420.0,37.65
1370,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH",1166.63,0.0
1371,"TUB INOX 5/16""Øx930mm 1000W 127V CAPUCHO",576.65,0.0
1372,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1373,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1374,"TUB INOX 7/16""ØX42CM 6000W 240V ""U"" PLAC",3045.5,0.0
1375,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",689.63,227.18
1376,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",3416.0,222.14
1377,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",815.0,222.0
1378,"TUB INOX 3/8""ØX400MM 1800W230V ""M"" ALE/B",1449.3,454.72
1379,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,395.29,97.49
1380,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,266.0,97.3
1381,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,655.5,306.53
1382,"CBS 5/8""ØX330MM 1000W 240V CON1/2"" NPT",1435.2,0.0
1383,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,414.88
1384,"TUB INOX 1/4""ØX178MM 750W 110V ESP/CABLE",1110.0,0.0
1385,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,0.0
1386,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,828.0
1387,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,0.0
1388,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,360.7
1389,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1311.27
1390,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,773.21
1391,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,3090.0,89.98
1392,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",410.0,57.6
1393,"TUB INOX 7/16""ØX105CM 24KW 480V 3PZ",11809.98,0.0
1394,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA",2494.8,0.0
1395,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",700.0,0.0
1396,"PT-100 3/8""ØX3CM EXT30CM TEFLON 3HILOS",478.0,0.0
1397,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,131.45
1398,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,137.63
1399,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",729.57,0.0
1400,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",737.62,236.2
1401,"CAS 5/8""ØX14"" 240V 2000W EXT1MT",1357.5,0.0
1402,"TUB INOX 5/16""ØX250MM 2000W 240V ""M"" BUS",1325.07,0.0
1403,"CBS INOX 5/8""ØX66CM 800W 480V EXT30CM",1981.88,0.0
1404,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,0.0
1405,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,488.0,107.33
1406,"CAR INOX 3/8""Øx8"" 900W, 240V CABLE 30CMS",759.0,0.0
1407,REPARACION DE PLANCHA DE CARTUCHOS 220V,5668.99,0.0
1408,REPARACION DE MAQUINA,2300.0,0.0
1409,"TUB INOX 1/2""ØX40CM 4000W 220V ""M"" BUSH",2959.68,0.0
1410,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,0.0
1411,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",1000.0,226.23
1412,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,4579.08
1413,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,1897.27,78.09
1414,"TIRA INOX 38MMX6"" 150W 127V T/TIPO H",510.0,51.16
1415,BAN P INOX 1800x25mm 2800W 440V. CABLE,1888.0,0.0
1416,"TER J 3/16""ØX1/2"" EXT3MT MALLA INOX  Z/E",439.15,0.0
1417,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,925.82,65.31
1418,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,1910.5,286.13
1419,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",2020.42,421.91
1420,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1177.07,477.16
1421,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",712.0,102.31
1422,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM",718.6,104.69
1423,"TUB INOX 5/16""ØX300MM 5300W 220V ""M"" ESP",2182.35,0.0
1424,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84,1884.35
1425,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,1406.0,0.0
