,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2966,2006-12-12,Casa,Venta,Barcelona,43.0,305128.0,,
2967,2006-12-13,Industrial,Venta,Lleida,198.0,1094940.0,2007-03-25,Joaquín
2968,2006-12-13,Industrial,Venta,Girona,109.0,703159.0,,
2972,2006-12-15,Casa,Venta,Barcelona,134.0,1295914.0,,
2973,2006-12-15,Piso,Venta,Girona,200.0,1559800.0,2007-04-23,Joaquín
2977,2006-12-16,Piso,Venta,Tarragona,174.0,1377210.0,,
2983,2006-12-18,Suelo,Venta,Tarragona,93.0,910563.0,,
2984,2006-12-19,Parking,Venta,Barcelona,200.0,1407200.0,,
2985,2006-12-19,Casa,Venta,Barcelona,281.0,2244066.0,2007-03-26,Joaquín
2988,2006-12-20,Local,Venta,Girona,255.0,1079670.0,,
2989,2006-12-20,Suelo,Venta,Barcelona,48.0,247584.0,2007-04-08,Joaquín
2990,2006-12-21,Parking,Venta,Barcelona,139.0,562394.0,,
2991,2006-12-21,Parking,Venta,Lleida,95.0,776245.0,2007-04-15,Luisa
2993,2006-12-23,Piso,Venta,Tarragona,223.0,1794927.0,,
2994,2006-12-23,Parking,Venta,Barcelona,237.0,1997436.0,,
2995,2006-12-23,Parking,Venta,Lleida,186.0,1844190.0,,
2996,2006-12-24,Suelo,Venta,Tarragona,108.0,903960.0,,
2998,2006-12-24,Suelo,Venta,Barcelona,263.0,1403631.0,,
3011,2006-12-28,Parking,Venta,Lleida,182.0,1295840.0,,
3013,2006-12-30,Casa,Venta,Lleida,135.0,1309365.0,,
3019,2006-12-31,Parking,Venta,Girona,146.0,1399264.0,,
3027,2007-01-06,Parking,Venta,Girona,247.0,2398617.0,,
3031,2007-01-08,Casa,Venta,Tarragona,67.0,643200.0,,
3032,2007-01-08,Industrial,Venta,Girona,119.0,571676.0,,
3033,2007-01-08,Suelo,Venta,Lleida,107.0,885960.0,,
3041,2007-01-09,Parking,Venta,Barcelona,64.0,610816.0,,
3042,2007-01-09,Local,Venta,Lleida,92.0,709596.0,2007-04-17,Carmen
3045,2007-01-10,Parking,Venta,Barcelona,233.0,1077858.0,2007-04-30,María
3047,2007-01-10,Local,Venta,Lleida,256.0,1934080.0,,
3048,2007-01-10,Suelo,Venta,Girona,57.0,269724.0,,
3050,2007-01-11,Casa,Venta,Barcelona,259.0,1369333.0,,
3051,2007-01-11,Local,Venta,Girona,272.0,1965472.0,,
3052,2007-01-12,Piso,Venta,Girona,164.0,1425488.0,,
3053,2007-01-12,Casa,Venta,Lleida,152.0,896800.0,,
3054,2007-01-12,Piso,Venta,Tarragona,258.0,2204352.0,,
3056,2007-01-13,Suelo,Venta,Barcelona,217.0,1578675.0,,
3061,2007-01-14,Industrial,Venta,Tarragona,62.0,373240.0,,
3063,2007-01-15,Piso,Venta,Barcelona,120.0,761520.0,,
3064,2007-01-15,Parking,Venta,Tarragona,230.0,1486030.0,,
3066,2007-01-16,Piso,Venta,Barcelona,256.0,1856000.0,,
3068,2007-01-17,Industrial,Venta,Tarragona,273.0,1230684.0,,
3069,2007-01-18,Parking,Venta,Girona,243.0,1857735.0,,
3072,2007-01-19,Suelo,Venta,Tarragona,236.0,1598664.0,,
3074,2007-01-20,Industrial,Venta,Girona,56.0,485240.0,,
3077,2007-01-20,Industrial,Venta,Barcelona,239.0,1517889.0,,
3082,2007-01-22,Piso,Venta,Girona,232.0,1511944.0,,
3085,2007-01-23,Suelo,Venta,Tarragona,67.0,657270.0,,
3086,2007-01-23,Parking,Venta,Lleida,59.0,268332.0,,
3087,2007-01-23,Local,Venta,Lleida,204.0,1677492.0,,
3088,2007-01-23,Industrial,Venta,Girona,164.0,1494204.0,,
3089,2007-01-24,Local,Venta,Tarragona,285.0,2321325.0,,
3090,2007-01-25,Suelo,Venta,Tarragona,212.0,1896340.0,,
3092,2007-01-26,Industrial,Venta,Tarragona,216.0,1554336.0,,
3095,2007-01-27,Industrial,Venta,Lleida,269.0,2189122.0,,
3099,2007-01-29,Parking,Venta,Barcelona,230.0,1445090.0,,
3102,2007-01-31,Suelo,Venta,Barcelona,101.0,921827.0,,
3111,2007-02-02,Suelo,Venta,Barcelona,124.0,684356.0,,
3114,2007-02-03,Parking,Venta,Lleida,211.0,1528906.0,,
3116,2007-02-04,Suelo,Venta,Girona,160.0,1431040.0,,
3117,2007-02-05,Piso,Venta,Tarragona,283.0,2449082.0,,
3118,2007-02-06,Industrial,Venta,Barcelona,113.0,952929.0,,
3121,2007-02-06,Industrial,Venta,Barcelona,105.0,496020.0,,
3122,2007-02-08,Parking,Venta,Tarragona,42.0,185010.0,,
3124,2007-02-10,Piso,Venta,Barcelona,119.0,688058.0,,
3127,2007-02-10,Local,Venta,Lleida,201.0,1817442.0,,
3130,2007-02-11,Suelo,Venta,Lleida,149.0,839913.0,,
3131,2007-02-11,Parking,Venta,Barcelona,54.0,521910.0,,
3133,2007-02-12,Local,Venta,Tarragona,195.0,1468740.0,,
3135,2007-02-12,Local,Venta,Barcelona,82.0,417626.0,,
3142,2007-02-17,Piso,Venta,Girona,241.0,979183.0,,
3146,2007-02-18,Industrial,Venta,Girona,177.0,1325730.0,,
3147,2007-02-18,Industrial,Venta,Tarragona,210.0,1855770.0,,
3148,2007-02-18,Piso,Venta,Girona,81.0,324648.0,,
3149,2007-02-19,Casa,Venta,Tarragona,198.0,1158894.0,,
3151,2007-02-19,Casa,Venta,Barcelona,61.0,260775.0,,
3152,2007-02-19,Casa,Venta,Girona,115.0,1040635.0,,
3153,2007-02-20,Casa,Venta,Barcelona,281.0,1527516.0,,
3154,2007-02-20,Industrial,Venta,Lleida,65.0,590785.0,,
3155,2007-02-21,Piso,Venta,Lleida,167.0,858714.0,,
3157,2007-02-22,Local,Venta,Barcelona,267.0,1127274.0,,
3159,2007-02-22,Industrial,Venta,Lleida,238.0,992698.0,,
3160,2007-02-23,Parking,Venta,Lleida,116.0,648092.0,,
3161,2007-02-23,Industrial,Venta,Barcelona,261.0,2186658.0,,
3163,2007-02-23,Suelo,Venta,Tarragona,256.0,1175040.0,,
3164,2007-02-24,Local,Venta,Lleida,182.0,1433796.0,,
3165,2007-02-24,Suelo,Venta,Barcelona,87.0,348696.0,,
3167,2007-02-25,Parking,Venta,Lleida,291.0,1374975.0,,
3169,2007-02-26,Suelo,Venta,Lleida,168.0,1576848.0,,
3171,2007-02-26,Casa,Venta,Girona,163.0,1478573.0,,
3172,2007-02-27,Suelo,Venta,Barcelona,279.0,1395837.0,,
3176,2007-02-28,Piso,Venta,Girona,128.0,801408.0,,
3179,2007-03-01,Piso,Venta,Girona,174.0,1615068.0,,
3184,2007-03-03,Industrial,Venta,Barcelona,251.0,1913624.0,,
3185,2007-03-04,Industrial,Venta,Lleida,221.0,1583686.0,,
3189,2007-03-05,Parking,Venta,Barcelona,213.0,1324008.0,,
3191,2007-03-05,Piso,Venta,Barcelona,280.0,2439640.0,,
3192,2007-03-07,Industrial,Venta,Girona,282.0,2019120.0,,
3194,2007-03-07,Suelo,Venta,Lleida,185.0,1109075.0,,
3203,2007-03-09,Parking,Venta,Lleida,61.0,350872.0,,
3204,2007-03-10,Suelo,Venta,Girona,121.0,870837.0,,
3207,2007-03-11,Parking,Venta,Tarragona,123.0,1083261.0,,
3209,2007-03-12,Local,Venta,Tarragona,136.0,997968.0,,
3211,2007-03-13,Local,Venta,Lleida,49.0,425173.0,,
3213,2007-03-14,Suelo,Venta,Tarragona,188.0,1607588.0,,
3214,2007-03-14,Industrial,Venta,Tarragona,104.0,522912.0,,
3215,2007-03-14,Casa,Venta,Lleida,63.0,319347.0,,
3216,2007-03-14,Industrial,Venta,Girona,161.0,1020257.0,,
3217,2007-03-14,Piso,Venta,Tarragona,93.0,812913.0,,
3221,2007-03-16,Parking,Venta,Girona,138.0,1034034.0,,
3223,2007-03-16,Industrial,Venta,Lleida,192.0,1242624.0,,
3224,2007-03-16,Casa,Venta,Tarragona,173.0,1456487.0,,
3225,2007-03-16,Local,Venta,Tarragona,145.0,1128390.0,,
3226,2007-03-17,Suelo,Venta,Tarragona,162.0,720576.0,,
3227,2007-03-17,Piso,Venta,Tarragona,53.0,325420.0,,
3231,2007-03-18,Industrial,Venta,Tarragona,44.0,306020.0,,
3238,2007-03-20,Local,Venta,Barcelona,159.0,1056714.0,,
3242,2007-03-22,Suelo,Venta,Girona,135.0,1096470.0,,
3245,2007-03-23,Parking,Venta,Barcelona,144.0,1035648.0,,
3247,2007-03-23,Piso,Venta,Barcelona,135.0,1298025.0,,
3248,2007-03-23,Suelo,Venta,Tarragona,41.0,192290.0,,
3250,2007-03-24,Parking,Venta,Girona,60.0,366780.0,,
3252,2007-03-24,Casa,Venta,Girona,172.0,1389072.0,,
3257,2007-03-27,Local,Venta,Barcelona,182.0,777868.0,,
3260,2007-03-27,Industrial,Venta,Lleida,269.0,1674794.0,,
3264,2007-03-30,Parking,Venta,Girona,51.0,393057.0,,
3266,2007-03-31,Casa,Venta,Barcelona,199.0,1682346.0,,
3270,2007-04-02,Parking,Venta,Tarragona,119.0,1056839.0,,
3273,2007-04-02,Local,Venta,Lleida,117.0,898209.0,,
3274,2007-04-03,Casa,Venta,Barcelona,42.0,417564.0,,
3276,2007-04-04,Parking,Venta,Lleida,197.0,1802156.0,,
3279,2007-04-06,Industrial,Venta,Tarragona,163.0,761536.0,,
3283,2007-04-07,Local,Venta,Lleida,162.0,1517292.0,,
3288,2007-04-09,Parking,Venta,Lleida,296.0,2914416.0,,
3290,2007-04-10,Piso,Venta,Lleida,158.0,1567834.0,,
3294,2007-04-11,Parking,Venta,Girona,123.0,1088181.0,,
3295,2007-04-11,Industrial,Venta,Barcelona,89.0,414829.0,,
3297,2007-04-12,Suelo,Venta,Tarragona,282.0,2689434.0,,
3303,2007-04-12,Piso,Venta,Girona,128.0,1270400.0,,
3304,2007-04-13,Industrial,Venta,Tarragona,244.0,1026508.0,,
3305,2007-04-14,Local,Venta,Lleida,200.0,1760000.0,,
3306,2007-04-14,Parking,Venta,Girona,221.0,1533077.0,,
3307,2007-04-16,Local,Venta,Tarragona,286.0,1180036.0,,
3308,2007-04-16,Piso,Venta,Tarragona,140.0,760620.0,,
3313,2007-04-18,Casa,Venta,Barcelona,284.0,1808512.0,,
3314,2007-04-18,Industrial,Venta,Tarragona,179.0,1386892.0,,
3316,2007-04-20,Casa,Venta,Girona,247.0,1804088.0,,
3318,2007-04-21,Industrial,Venta,Tarragona,114.0,540018.0,,
3321,2007-04-23,Local,Venta,Barcelona,44.0,180048.0,,
3322,2007-04-23,Piso,Venta,Barcelona,283.0,2686236.0,,
3327,2007-04-26,Suelo,Venta,Lleida,55.0,355135.0,,
3328,2007-04-26,Piso,Venta,Barcelona,264.0,2517504.0,,
3329,2007-04-27,Parking,Venta,Barcelona,88.0,612568.0,,
3330,2007-04-27,Local,Venta,Girona,110.0,845790.0,,
3334,2007-04-30,Suelo,Venta,Tarragona,78.0,740688.0,,
3336,2007-04-30,Parking,Venta,Lleida,254.0,2140712.0,,
